date,year,month,dayofmonth,dayofweek,dayofyear,weekofyear,quarter,is_month_start,is_month_end,is_quarter_start,is_quarter_end,is_year_start,is_year_end,year_weekofyear
9/17/1901,1,9,19,4,262,38,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,138
9/18/1901,1,9,20,5,263,38,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,138
9/19/1901,1,9,21,6,264,38,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,138
9/20/1901,1,9,22,0,265,39,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,139
9/21/1901,1,9,23,1,266,39,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,139
9/22/1901,1,9,24,2,267,39,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,139
9/23/1901,1,9,25,3,268,39,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,139
9/24/1901,1,9,26,4,269,39,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,139
9/25/1901,1,9,27,5,270,39,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,139
9/26/1901,1,9,28,6,271,39,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,139
9/27/1901,1,9,29,0,272,40,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,140
9/28/1901,1,9,30,1,273,40,3,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,140
9/29/1901,1,10,1,2,274,40,4,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,140
9/30/1901,1,10,2,3,275,40,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,140
10/1/1901,1,10,3,4,276,40,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,140
10/2/1901,1,10,4,5,277,40,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,140
10/3/1901,1,10,5,6,278,40,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,140
10/4/1901,1,10,6,0,279,41,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,141
10/5/1901,1,10,7,1,280,41,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,141
10/6/1901,1,10,8,2,281,41,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,141
10/7/1901,1,10,9,3,282,41,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,141
10/8/1901,1,10,10,4,283,41,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,141
10/9/1901,1,10,11,5,284,41,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,141
10/10/1901,1,10,12,6,285,41,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,141
10/11/1901,1,10,13,0,286,42,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,142
10/12/1901,1,10,14,1,287,42,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,142
10/13/1901,1,10,15,2,288,42,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,142
10/14/1901,1,10,16,3,289,42,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,142
10/15/1901,1,10,17,4,290,42,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,142
10/16/1901,1,10,18,5,291,42,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,142
10/17/1901,1,10,19,6,292,42,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,142
10/18/1901,1,10,20,0,293,43,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,143
10/19/1901,1,10,21,1,294,43,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,143
10/20/1901,1,10,22,2,295,43,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,143
10/21/1901,1,10,23,3,296,43,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,143
10/22/1901,1,10,24,4,297,43,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,143
10/23/1901,1,10,25,5,298,43,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,143
10/24/1901,1,10,26,6,299,43,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,143
10/25/1901,1,10,27,0,300,44,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,144
10/26/1901,1,10,28,1,301,44,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,144
10/27/1901,1,10,29,2,302,44,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,144
10/28/1901,1,10,30,3,303,44,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,144
10/29/1901,1,10,31,4,304,44,4,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,144
10/30/1901,1,11,1,5,305,44,4,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,144
10/31/1901,1,11,2,6,306,44,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,144
11/1/1901,1,11,3,0,307,45,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,145
11/2/1901,1,11,4,1,308,45,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,145
11/3/1901,1,11,5,2,309,45,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,145
11/4/1901,1,11,6,3,310,45,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,145
11/5/1901,1,11,7,4,311,45,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,145
11/6/1901,1,11,8,5,312,45,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,145
11/7/1901,1,11,9,6,313,45,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,145
11/8/1901,1,11,10,0,314,46,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,146
11/9/1901,1,11,11,1,315,46,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,146
11/10/1901,1,11,12,2,316,46,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,146
11/11/1901,1,11,13,3,317,46,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,146
11/12/1901,1,11,14,4,318,46,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,146
11/13/1901,1,11,15,5,319,46,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,146
11/14/1901,1,11,16,6,320,46,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,146
11/15/1901,1,11,17,0,321,47,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,147
11/16/1901,1,11,18,1,322,47,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,147
11/17/1901,1,11,19,2,323,47,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,147
11/18/1901,1,11,20,3,324,47,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,147
11/19/1901,1,11,21,4,325,47,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,147
11/20/1901,1,11,22,5,326,47,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,147
11/21/1901,1,11,23,6,327,47,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,147
11/22/1901,1,11,24,0,328,48,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,148
11/23/1901,1,11,25,1,329,48,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,148
11/24/1901,1,11,26,2,330,48,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,148
11/25/1901,1,11,27,3,331,48,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,148
11/26/1901,1,11,28,4,332,48,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,148
11/27/1901,1,11,29,5,333,48,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,148
11/28/1901,1,11,30,6,334,48,4,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,148
11/29/1901,1,12,1,0,335,49,4,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,149
11/30/1901,1,12,2,1,336,49,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,149
12/1/1901,1,12,3,2,337,49,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,149
12/2/1901,1,12,4,3,338,49,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,149
12/3/1901,1,12,5,4,339,49,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,149
12/4/1901,1,12,6,5,340,49,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,149
12/5/1901,1,12,7,6,341,49,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,149
12/6/1901,1,12,8,0,342,50,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,150
12/7/1901,1,12,9,1,343,50,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,150
12/8/1901,1,12,10,2,344,50,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,150
12/9/1901,1,12,11,3,345,50,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,150
12/10/1901,1,12,12,4,346,50,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,150
12/11/1901,1,12,13,5,347,50,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,150
12/12/1901,1,12,14,6,348,50,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,150
12/13/1901,1,12,15,0,349,51,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,151
12/14/1901,1,12,16,1,350,51,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,151
12/15/1901,1,12,17,2,351,51,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,151
12/16/1901,1,12,18,3,352,51,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,151
12/17/1901,1,12,19,4,353,51,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,151
12/18/1901,1,12,20,5,354,51,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,151
12/19/1901,1,12,21,6,355,51,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,151
12/20/1901,1,12,22,0,356,52,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,152
12/21/1901,1,12,23,1,357,52,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,152
12/22/1901,1,12,24,2,358,52,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,152
12/23/1901,1,12,26,4,360,52,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,152
12/24/1901,1,12,27,5,361,52,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,152
12/25/1901,1,12,28,6,362,52,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,152
12/26/1901,1,12,29,0,363,1,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,101
12/27/1901,1,12,30,1,364,1,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,101
12/28/1901,1,12,31,2,365,1,4,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,101
12/29/1901,2,1,1,3,1,1,1,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,201
12/30/1901,2,1,2,4,2,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,201
12/31/1901,2,1,3,5,3,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,201
1/1/1902,2,1,4,6,4,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,201
1/2/1902,2,1,5,0,5,2,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,202
1/3/1902,2,1,6,1,6,2,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,202
1/4/1902,2,1,7,2,7,2,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,202
1/5/1902,2,1,8,3,8,2,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,202
1/6/1902,2,1,9,4,9,2,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,202
1/7/1902,2,1,10,5,10,2,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,202
1/8/1902,2,1,11,6,11,2,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,202
1/9/1902,2,1,12,0,12,3,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,203
1/10/1902,2,1,13,1,13,3,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,203
1/11/1902,2,1,14,2,14,3,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,203
1/12/1902,2,1,15,3,15,3,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,203
1/13/1902,2,1,16,4,16,3,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,203
1/14/1902,2,1,17,5,17,3,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,203
1/15/1902,2,1,18,6,18,3,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,203
1/16/1902,2,1,19,0,19,4,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,204
1/17/1902,2,1,20,1,20,4,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,204
1/18/1902,2,1,21,2,21,4,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,204
1/19/1902,2,1,22,3,22,4,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,204
1/20/1902,2,1,23,4,23,4,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,204
1/21/1902,2,1,24,5,24,4,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,204
1/22/1902,2,1,25,6,25,4,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,204
1/23/1902,2,1,26,0,26,5,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,205
1/24/1902,2,1,27,1,27,5,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,205
1/25/1902,2,1,28,2,28,5,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,205
1/26/1902,2,1,29,3,29,5,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,205
1/27/1902,2,1,30,4,30,5,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,205
1/28/1902,2,1,31,5,31,5,1,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,205
1/29/1902,2,2,1,6,32,5,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,205
1/30/1902,2,2,2,0,33,6,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,206
1/31/1902,2,2,3,1,34,6,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,206
2/1/1902,2,2,4,2,35,6,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,206
2/2/1902,2,2,5,3,36,6,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,206
2/3/1902,2,2,6,4,37,6,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,206
2/4/1902,2,2,7,5,38,6,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,206
2/5/1902,2,2,8,6,39,6,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,206
2/6/1902,2,2,9,0,40,7,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,207
2/7/1902,2,2,10,1,41,7,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,207
2/8/1902,2,2,11,2,42,7,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,207
2/9/1902,2,2,12,3,43,7,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,207
2/10/1902,2,2,13,4,44,7,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,207
2/11/1902,2,2,14,5,45,7,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,207
2/12/1902,2,2,15,6,46,7,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,207
2/13/1902,2,2,16,0,47,8,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,208
2/14/1902,2,2,17,1,48,8,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,208
2/15/1902,2,2,18,2,49,8,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,208
2/16/1902,2,2,19,3,50,8,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,208
2/17/1902,2,2,20,4,51,8,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,208
2/18/1902,2,2,21,5,52,8,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,208
2/19/1902,2,2,22,6,53,8,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,208
2/20/1902,2,2,23,0,54,9,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,209
2/21/1902,2,2,24,1,55,9,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,209
2/22/1902,2,2,25,2,56,9,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,209
2/23/1902,2,2,26,3,57,9,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,209
2/24/1902,2,2,27,4,58,9,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,209
2/25/1902,2,2,28,5,59,9,1,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,209
2/26/1902,2,3,1,6,60,9,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,209
2/27/1902,2,3,2,0,61,10,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,210
2/28/1902,2,3,3,1,62,10,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,210
3/1/1902,2,3,4,2,63,10,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,210
3/2/1902,2,3,5,3,64,10,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,210
3/3/1902,2,3,6,4,65,10,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,210
3/4/1902,2,3,7,5,66,10,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,210
3/5/1902,2,3,8,6,67,10,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,210
3/6/1902,2,3,9,0,68,11,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,211
3/7/1902,2,3,10,1,69,11,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,211
3/8/1902,2,3,11,2,70,11,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,211
3/9/1902,2,3,12,3,71,11,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,211
3/10/1902,2,3,13,4,72,11,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,211
3/11/1902,2,3,14,5,73,11,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,211
3/12/1902,2,3,15,6,74,11,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,211
3/13/1902,2,3,16,0,75,12,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,212
3/14/1902,2,3,17,1,76,12,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,212
3/15/1902,2,3,18,2,77,12,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,212
3/16/1902,2,3,19,3,78,12,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,212
3/17/1902,2,3,20,4,79,12,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,212
3/18/1902,2,3,21,5,80,12,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,212
3/19/1902,2,3,22,6,81,12,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,212
3/20/1902,2,3,23,0,82,13,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,213
3/21/1902,2,3,24,1,83,13,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,213
3/22/1902,2,3,25,2,84,13,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,213
3/23/1902,2,3,26,3,85,13,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,213
3/24/1902,2,3,27,4,86,13,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,213
3/25/1902,2,3,28,5,87,13,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,213
3/26/1902,2,3,29,6,88,13,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,213
3/27/1902,2,3,30,0,89,14,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,214
3/28/1902,2,3,31,1,90,14,1,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,214
3/29/1902,2,4,1,2,91,14,2,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,214
3/30/1902,2,4,2,3,92,14,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,214
3/31/1902,2,4,3,4,93,14,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,214
4/1/1902,2,4,4,5,94,14,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,214
4/2/1902,2,4,5,6,95,14,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,214
4/3/1902,2,4,6,0,96,15,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,215
4/4/1902,2,4,7,1,97,15,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,215
4/5/1902,2,4,8,2,98,15,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,215
4/6/1902,2,4,9,3,99,15,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,215
4/7/1902,2,4,10,4,100,15,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,215
4/8/1902,2,4,11,5,101,15,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,215
4/9/1902,2,4,12,6,102,15,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,215
4/10/1902,2,4,13,0,103,16,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,216
4/11/1902,2,4,14,1,104,16,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,216
4/12/1902,2,4,15,2,105,16,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,216
4/13/1902,2,4,16,3,106,16,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,216
4/14/1902,2,4,17,4,107,16,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,216
4/15/1902,2,4,18,5,108,16,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,216
4/16/1902,2,4,19,6,109,16,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,216
4/17/1902,2,4,20,0,110,17,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,217
4/18/1902,2,4,21,1,111,17,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,217
4/19/1902,2,4,22,2,112,17,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,217
4/20/1902,2,4,23,3,113,17,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,217
4/21/1902,2,4,24,4,114,17,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,217
4/22/1902,2,4,25,5,115,17,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,217
4/23/1902,2,4,26,6,116,17,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,217
4/24/1902,2,4,27,0,117,18,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,218
4/25/1902,2,4,28,1,118,18,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,218
4/26/1902,2,4,29,2,119,18,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,218
4/27/1902,2,4,30,3,120,18,2,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,218
4/28/1902,2,5,1,4,121,18,2,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,218
4/29/1902,2,5,2,5,122,18,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,218
4/30/1902,2,5,3,6,123,18,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,218
5/1/1902,2,5,4,0,124,19,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,219
5/2/1902,2,5,5,1,125,19,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,219
5/3/1902,2,5,6,2,126,19,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,219
5/4/1902,2,5,7,3,127,19,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,219
5/5/1902,2,5,8,4,128,19,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,219
5/6/1902,2,5,9,5,129,19,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,219
5/7/1902,2,5,10,6,130,19,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,219
5/8/1902,2,5,11,0,131,20,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,220
5/9/1902,2,5,12,1,132,20,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,220
5/10/1902,2,5,13,2,133,20,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,220
5/11/1902,2,5,14,3,134,20,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,220
5/12/1902,2,5,15,4,135,20,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,220
5/13/1902,2,5,16,5,136,20,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,220
5/14/1902,2,5,17,6,137,20,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,220
5/15/1902,2,5,18,0,138,21,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,221
5/16/1902,2,5,19,1,139,21,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,221
5/17/1902,2,5,20,2,140,21,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,221
5/18/1902,2,5,21,3,141,21,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,221
5/19/1902,2,5,22,4,142,21,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,221
5/20/1902,2,5,23,5,143,21,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,221
5/21/1902,2,5,24,6,144,21,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,221
5/22/1902,2,5,25,0,145,22,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,222
5/23/1902,2,5,26,1,146,22,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,222
5/24/1902,2,5,27,2,147,22,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,222
5/25/1902,2,5,28,3,148,22,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,222
5/26/1902,2,5,29,4,149,22,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,222
5/27/1902,2,5,30,5,150,22,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,222
5/28/1902,2,5,31,6,151,22,2,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,222
5/29/1902,2,6,1,0,152,23,2,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,223
5/30/1902,2,6,2,1,153,23,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,223
5/31/1902,2,6,3,2,154,23,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,223
6/1/1902,2,6,4,3,155,23,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,223
6/2/1902,2,6,5,4,156,23,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,223
6/3/1902,2,6,6,5,157,23,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,223
6/4/1902,2,6,7,6,158,23,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,223
6/5/1902,2,6,8,0,159,24,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,224
